Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
RUBY ON RAILS - DESENVOLVIMENTO FACIL E RAPIDO DE,,APLICAÇOES WEB,,,RODRIGO URUBATAN,"URUBATAN, RODRIGO",,,,,,NOVATEC,,,,,,,,"Ruby é uma linguagem bastante popular para automação de tarefas e também para desenvolvimento de aplicações web. 'Ruby On Rails' é um metaframework gratuito, de código aberto e desenvolvido em Ruby para desenvolvimento de aplicações web, seguindo a arquitetura MVC (Model-View-Controler). O objetivo principal deste livro é fornecer ao leitor uma fonte de referência com exemplos passo a passo de como utilizar este framework, com o embasamento teórico necessário, mas focando no lado prático, podendo ser utilizado como primeiro contato com o framework ou como referência técnica para profissionais.",,,,,,,,,,,288,,,,,,português,,,,,,9788575221846,,0,2.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:26:51.396046996,,,,,,,,1r4_ink7lcMC,Profissional,0,,,,,
Scala,,Como escalar sua produtividade,,,Paulo Siqueira,"Siqueira, Paulo",,,,,,Editora Casa do Código,,2016/12/09,2016,,,,Computers,"Scala é uma linguagem que une Orientação a Objetos e Programação Funcional, de sintaxe enxuta e estaticamente tipada, projetada para expressar padrões de programação de uma forma concisa e elegante. Para desenvolvedores com conhecimento em linguagens orientadas a objetos, como Java ou C#, Scala é um passo natural, oferecendo o lado funcional como um desafio em termos de aprendizagem, mas com muitos recursos já familiares. Seu grande trunfo é trazer tudo isso para a Java Virtual Machine, o ambiente de execução utilizado pela linguagem Java, pois Java e Scala se integram de forma muito transparente. Neste livro, Paulo JCranky Siqueira apresenta os principais recursos e características da linguagem, bem como conceitos indispensáveis para seu uso efetivo, tratando de elementos da API que todo programador Scala precisa conhecer, como classes e hierarquia das classes fundamentais da linguagem, API de coleções e parseamento de arquivos XML.",,,,,,,,,,,195,,,,,,inglês,,,,,,9788555192357,,0,4.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:06:00.105561971,,,,,,,,-pG3DQAAQBAJ,Profissional,0,,,,,
Scrum,,Gestão ágil para projetos de sucesso,,,Rafael Sabbagh,"Sabbagh, Rafael",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"Scrum superou métodos tradicionais e tornou-se a forma mais bem-sucedida de gestão de projetos de desenvolvimento de software. Este livro mostra como os papéis, artefatos, eventos e regras do Scrum, aliados a diversas práticas já consagradas, podem ajudar organizações a entregar valor frequentemente para seus clientes com menos riscos, com menor desperdício e com maior qualidade, visibilidade e produtividade.",,,,,,,,,,,319,,,,,,inglês,,,,,,9788566250954,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:31:55.900289058,,,,,,,,pG-CCwAAQBAJ,Profissional,0,,,,,
Scrum em Ação,,,,,"Andrew Pham, Phuong-Van Pham","Pham, Andrew",,,,,,Novatec Editora,,2011/12/13,2011,,,,Computers,"Scrum em Ação fornece um guia prático para equipes de projeto de software que desejam implantar, com sucesso, uma estrutura de software Ágil usando o Scrum. Escrito de maneira clara e concisa, este é o primeiro guia prático com situações da vida real, elaborado por praticantes corporativos. Descreve como extrair o máximo das equipes de projeto, além de preencher a lacuna existente entre os vários livros de Scrum e livros de gerenciamento de projetos, abordando como se comunicar com executivos por meio de termos financeiros, como usar uma técnica objetiva de estimativa e onde a arquitetura de software se encaixa dentro do Scrum. Um apêndice fornece estudos de caso sobre como dois produtos de software foram construídos e implantados com sucesso, usando as técnicas e conselhos descritos neste livro.Você aprenderá:– o mínimo e necessário de finanças para melhorar sua colaboração com a gestão de negócios;– como obter o aval da gerência intermediária;– a coletar requisitos para um projeto Scrum de maneira visual;– como usar a arquitetura de visão, semelhante ao que outros chamam de intento de arquitetura, para remediar as flutuações na velocidade da equipe;– como estimar mais objetivamente os pontos de história para implantar o Scrum em escala corporativa;– a importância dos testes automatizados, de regressão e de integração;– liderança de equipe no ambiente Scrum;– como adaptar o Scrum (sem destruir suas fundações Ágeis ou fazer Scrum-buts negativos);– como autoavaliar a prontidão de Scrum de seu projeto;– e muito mais.",,,,,,,,,,,288,,,,,,português,,,,,,9788575222850,,0,3.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:00:45.895830035,,,,,,,,e--RAwAAQBAJ,Profissional,0,,,,,
Scrum Guia Prático para Projetos Ágeis - 1ª Edição,,,,,Cesar Brod,"Brod, Cesar",,,,,,Novatec Editora,,2013/07/23,2013,,,,Technology & Engineering,"O maior desafio desta obra é tornar-se um livro de cabeceira e referência simultaneamente. A expectativa do autor é a de que os leitores o leiam de cabo a rabo e, ao final, o guardem na biblioteca pública de sua preferência para que ele esteja ao seu alcance e ao alcance de todos os demais que, por qualquer razão, não pagaram por ele.O livro não discute se o Scrum é um processo de engenharia, um método ágil ou um conjunto de ferramentas. O Scrum é uma atitude. Aqui você encontrará histórias sobre o Scrum e métodos ágeis, começando por suas origens, suas aplicações, sempre ilustrando com casos práticos de uso. Várias referências serão apontadas (algumas escritas pelo próprio autor, outras em parceria com Joice Käfer), muitas mais ou menos acadêmicas, para enriquecer a experiência do leitor, mas apenas como acessórios à leitura deste livro.Em resumo, aqui você encontrará história, contextualização, aplicação, método e documentação. Não espere encontrar burocracia, chatice e opressão. Todo método deve ser divertido. Qualquer livro deve ser prazeroso. Temos plena consciência dos excelentes competidores na prateleira a seu lado, atraindo sua visão.",,,,,,,,,,,192,,,,,,português,,,,,,9788575223765,,0,3.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:00:45.913872957,,,,,,,,oO-RAwAAQBAJ,Profissional,0,,,,,
SCRUM: guia prático,,,,,J. J. Sutherland,"Sutherland, J. J.",,,,,,Primeira Pessoa,,2020/01/14,2020,,,,Self-Help,"Maior produtividade. Melhores resultados. Aplicação imediata. Livro de aplicação prática baseado em Scrum: A arte de fazer o dobro do trabalho na metade do tempo ""Ao assumir o desafio de implementar o Scrum, eu mal sabia que ele se tornaria o antídoto para a desconfiança, a desunião, a burocracia e a falta de espírito de equipe e de pertencimento. Ler cada um dos tópicos deste livro foi como reviver nossa jornada."" – David Frazee, 3M O Scrum é a arma secreta por trás de algumas das empresas mais bem-sucedidas da atualidade. Google, Facebook, Amazon e Apple usam esse método de gerenciamento de projetos para impulsionar inovações incrivelmente rápidas mantendo o foco nos clientes e no aprimoramento contínuo. Em seu primeiro livro, Scrum: A arte de fazer o dobro do trabalho na metade do tempo, J. J. Sutherland expôs a estrutura do Scrum, aplicada por quase todas as atuais líderes em tecnologia. Agora, ele se baseia em sua vasta experiência prática para nos mostrar como lidar com os desafios e as oportunidades que as organizações enfrentam na era da disrupção. Em seus exemplos, fica claro que o Scrum pode ser implementado com sucesso em diferentes projetos e em variados setores: de fabricantes de automóveis na Europa a organizações sem fins lucrativos na África, de empreiteiras nos Estados Unidos a empresas de exploração de petróleo e gás na América do Sul. O resultado é um livro claro e objetivo que tornará seus negócios mais lucrativos e suas equipes mais produtivas e felizes.",,,,,,,,,,,240,,,,,,português,,,,,,9788543109176,,0,3.000000,,Read,,,,2020/07/10,,,,,,0,,,,,2020/07/05 22:58:51.305397987,,,,,,,,MRrHDwAAQBAJ,Profissional,0,,0,,,"[{""status"":0,""activityYear"":2020,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2020\/07\/10 00:00:38.537912011"",""activityDate"":""2020\/07\/10""}]"
Segredos da comédia stand-up,,,,,Léo Lins,"Lins, Léo",,,,,,Panda Books,,2015/12/03,2015,,,,Performing Arts,"Qualquer um pode escrever uma piada? O que é preciso para se tornar um bom comediante stand-up? Neste livro, Léo Lins revela os segredos da construção de uma boa piada, como desenvolver a escrita, quais as técnicas para fazer o público rir, como entreter a plateia, como manter a performance em palco e discute, inclusive, o mercado de trabalho dos humoristas. Uma obra indispensável para quem quer começar a carreira ou melhorar seu desempenho profissional na área do humor.",,,,,,,,,,,320,,,,,,português,,,,,,9788578883751,,1,4.500000,,Read,,0,,2022/01/27,,,,,,0,,,,,2021/12/10 16:09:08.314129948,,,,,,,,cPKaCAAAQBAJ,Pessoal,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/6A15CE9C-E481-4F40-ABCE-9F34C39480E2,"[{""status"":0,""activityYear"":2022,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2022\/01\/27 16:23:59.301375031"",""activityDate"":""2022\/01\/27""}]"
Segredos do Ninja JavaScript,,,,,"John Resig, Bear Bibeault","Resig, John",,,,,,Novatec Editora,,2013/04/18,2013,,,,Computers,"“Escrito por dois mestres, é a arte do desenvolvimento JavaScript efetivo para navegadores cruzados.” – Glenn Stokol, Oracle Corporation“Consistente com o lema da jQuery: ‘Escreva menos, faça mais’.” – André Roberge, Universidade de Sainte-Anne“Técnicas interessantes e originais.” – Scott Sauyet, Four Winds Software“Leia este livro e você não utilizará mais códigos às cegas, ficando maravilhado ao vê-los funcionar – você compreenderá por que eles funcionam.”– Joe Litton, desenvolvedor de software colaborativo, JoeLitton.net“Este livro ajudará a elevar seu JavaScript ao nível dos mestres.” – Christopher Haupt, greenstack.comNem sempre você pode bater de frente com seu software. Às vezes você tem de se aproximar dele pelos flancos ou esgueirar-se sorrateiramente por suas costas. Você deve dominar um arsenal de ferramentas e conhecer cada truque furtivo. Você deve ser um ninja.Segredos do Ninja JavaScript guiará você pelo caminho do esclarecimento em JavaScript. Este livro único inicia com conceitos-chave, como o relacionamento entre funções, objetos e closures, ensinados a partir da perspectiva do mestre. Você evoluirá de aprendiz a ninja à medida que absorve insights inovadores sobre as técnicas que utilizará diariamente para revelar funcionalidades e capacidades das quais você nunca soube. Ao atingir os capítulos finais, você estará pronto para codificar aplicações JavaScript brilhantes e talvez até mesmo para desenvolver suas próprias bibliotecas e frameworks.Conteúdo abordado pelo livro:- Funções, objetos, closures, expressões regulares e muito mais- Como visualizar aplicações e bibliotecas a partir da perspectiva certa- Exemplos de design JavaScript moderno- Como lidar com as complexidades do desenvolvimento para navegadores cruzados",,,,,,,,,,,488,,,,,,português,,,,,,9788575223284,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:48:23.298688054,,,,,,,,S9NhDQAAQBAJ,Profissional,0,,,,,
Segurança de Aplicativos Android,,,,,Jeff Six,"Six, Jeff",,,,,,Novatec Editora,,2012/06/15,2012,,,,Computers,"Com a plataforma Android rapidamente se tornando um alvo para hackers mal-intencionados, a segurança de aplicativos é crucial. Este livro conciso fornece o conhecimento necessário para você projetar e implementar apps robustos e seguros para qualquer dispositivo Android. Você aprenderá como identificar e gerenciar os riscos inerentes no seu projeto e trabalhar para minimizar as oportunidades de um hacker comprometer seu app e roubar dados de usuários.Como a plataforma Android está estruturada para lidar com a segurança? Quais serviços e ferramentas estão disponíveis para ajudar você a proteger os dados? Até agora, nenhum recurso único fornecia essas informações vitais. Com este livro, você aprenderá como lidar com ameaças reais ao seu app, tenha você ou não experiência anterior com problemas de segurança.- Examine a arquitetura e o modelo de segurança do Android e como ele isola o sistema de arquivos e base de dados.- Aprenda como usar as permissões Android e APIs de sistema restritas.- Explore os tipos de componentes Android e aprenda como proteger as comunicações em um app multicamadas.- Use ferramentas criptográficas para proteger dados armazenados em um dispositivo Android.- Proteja os dados transmitidos do dispositivo para outras partes, incluindo os servidores que interagem com seu app.",,,,,,,,,,,144,,,,,,português,,,,,,9788575223130,,0,2.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:34:05.814074993,,,,,,,,bBVoDQAAQBAJ,Profissional,0,,,,,
Segurança para desenvolvedores web,,"Usando JavaScript, HTML e CSS",,,John Paul Mueller,"Mueller, John Paul",,,,,,Novatec Editora,,2016/03/16,2016,,,,Computers,"“Agonizar obsessivamente sobre segurança pode deixar você paralisado, impedindo-o de lançar qualquer código. Neste livro, John Mueller descreve diretrizes e ferramentas que você pode usar para antecipar-se e responder às ameaças da web e cruzar a tênue linha que separa a credibilidade ingênua da paranoia paralisante.” – Rod Stephens Presidente da Rocky Mountain Computer Consulting, Inc. “John Mueller preparou uma visão geral completa para melhorar rapidamente suas habilidades em segurança e introduzir você às práticas bem-sucedidas de programação que podem realmente salvar seu dia e seus negócios.” – Luca Massaron Cientista de dados Como desenvolvedor web, talvez você não queira gastar tempo deixando sua aplicação web segura, mas isso, definitivamente, faz parte de seu trabalho. Este guia prático oferece as informações mais recentes sobre como evitar as ameaças de segurança em vários níveis, inclusive em novas áreas como os microsserviços. Você aprenderá a proteger sua aplicação, independentemente de onde ela executar, seja no mais recente smartphone, seja em um desktop mais antigo, e tudo que estiver entre eles. O autor John Paul Mueller oferece conselhos específicos bem como vários exemplos de programação segura para desenvolvedores com um bom conhecimento de CSS3, HTML5 e JavaScript. Em cinco seções distintas, este livro mostra como se proteger contra vírus, ataques DDoS, violações de segurança e outras intromissões sórdidas. ■■ Crie um plano de segurança para sua empresa que leve em consideração os dispositivos mais recentes e as necessidades dos usuários. ■■ Desenvolva interfaces seguras e incorpore códigos de terceiros de bibliotecas, APIs e microsserviços, com segurança. ■■ Use técnicas de sandboxing, técnicas de testes internos e de terceiros e aprenda a pensar como um hacker. ■■ Implemente um ciclo de manutenção determinando quando e como atualizar o software de sua aplicação. ■■ Conheça técnicas para monitorar ameaças de segurança com eficiência bem como requisitos de treinamento que sua empresa possa usar.",,,,,,,,,,,416,,,,,,português,,,,,,9788575224847,,1,4.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:48:23.420027017,,,,,,,,dMy_CwAAQBAJ,Profissional,0,,,,,
Seis Passos para a Revitalização da Marca: Aprenda como McDonald ́s e outras empresas reenergizaram suas marcas,,,,,"Larry Light, Joan Kiddon, Ilton Teitelbaum, Lucia Lovato Leiria","Light, Larry",,,,,,Bookman Companhia Ed,,,,,,,,"'Seis Passos para a Revitalização da Marca' apresenta um plano sistemático para reerguer qualquer marca e conduzi-la a outros níveis de sucesso. Larry Light e sua coautora Joan Kiddon ilustram o plano com dicas do 'certo' e 'errado' em segmentação de mercado, pesquisa e desenvolvimento e liderança. Os autores mostram como reinventar a experiência total de marca, investindo em inovação, renovação, relacionamento com o cliente, marketing e valor.",,,,,,,,,,,232,,,,,,português,,,,,,9788577807673,,1,4.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:34:05.780382990,,,,,,,Fila 0 | Coluna 1 | Zona 14,yCeUtgAACAAJ,Pessoal,0,,0,,http://images.amazon.com/images/P/8577807673.01Z.jpg,
Shell Script Profissional,,,,,Aurelio Marinho Jargas,"Jargas, Aurelio Marinho",,,,,,Novatec Editora,,2008/04/01,2008,,,,Computers,"""Fui mexer num script e levei horas para me achar nele. Estava uma bagunça, tudo amontoado, feio mesmo. Não tinha um único comentário para me ajudar. Os nomes de variáveis então? Era $a, $b, $tm, $cs... O que é um cs? É um caos, isso sim."" Você já passou por algo parecido? O inesquecível pesadelo de dar manutenção em um script mal feito. É tanto tempo perdido tentando achar o ponto certo, que às vezes o melhor é rescrever tudo. O livro Shell Script Profissional ensina a fazer programas de qualidade em shell, com ênfase em código legível, portabilidade e manutenção futura. Melhore seus scripts, adicionando opções de linha de comando, arquivo de configuração, banco de dados e interface amigável ao usuário. Use a internet para rodar seu CGI. Domine as ferramentas do sistema, as expressões regulares e os caracteres de controle. Indicado para administradores de sistemas, programadores, analistas, estudantes e usuários avançados. Indispensável para quem quer dominar o assunto. Os ensinamentos poderão ser usados em diversos sistemas, incluindo Unix, Linux, Mac e Windows.",,,,,,,,,,,480,,,,,,português,,,,,,9788575221525,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:26:51.358157992,,,,,,,,snmJepzoNfgC,Profissional,0,,,,,
Sherlock Holmes,,The blue diamond,,,Arthur Conan Doyle,"Doyle, Arthur Conan",,,,,,Cornelsen Verlag GmbH,,,2010,,,,Juvenile Nonfiction,"'He's an intelligent man. He was once rich and is now poor. His wife loved him once, but she doesn't love him now. And he's thirty or forty years old.' One look at an old hat, and Sherlock Holmes can tell you a lot about its owner. He sees - and thinks - a lot more than the people around him, and when a beautiful blue diamond disappears, Sherlock is the only man in London who can find it.",,,,,,,,,,,51,,,,,,inglês,,,,,,9780194247597,,0,1.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:34:05.765288949,,,,,,,,3DNrQgAACAAJ,Pessoal,0,,,,,
Sistemas Distribuídos - 4ed,,Conceitos e Projeto,,,"GEORGE COULOURIS, JEAN DOLLIMORE, TIM KINDBERG","COULOURIS, GEORGE",,,,,,Bookman Companhia Ed,,2007/12/30,2007,,,,,"Sistemas distribuídos tratam da interação de equipamentos com diferentes hardware e software e de diferentes fabricantes. Internet, telefones celulares, palms, redes wireless domiciliares, computação móvel e ubíqua são alguns exemplos. Este livro traz as principais características de redes de computadores e discute seu impacto no desenvolvimento de sistemas e aplicativos para ambientes distribuídos. Sumário - 1. Caracterização de sistemas distribuídos; 2. Modelos de sistema; 3. Redes de computadores e interligação em rede; 4. Comunicação entre processos; 5. Objetos distribuídos e invocação remota; 6. Sistema operacional; 7. Segurança; 8. Sistemas de arquivos distribuídos; 9. Serviços de nomes; 10. Sistemas peer-to-peer; 11. Tempos e estados globais; 12. Coordenação e acordo; 13. Transações e controle de concorrência; 14. Transações distribuídas; 15. Replicação; 16. Computação móvel e ubíqua; 17. Sistemas multimídia distribuídos; 18. Memória compartilhada distribuída; 19. Serviços web; 20. Estudo de caso - CORBA.",,,,,,,,,,,784,,,,,,português,,,,,,9788560031498,,0,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:00:46.031795024,,,,,,,,KSZ1rIRWmUoC,Profissional,0,,,,,
Sistemas ERP no Brasil,,(Enterprise Resource Planning) : teoria e casos,,,"Cesar Alexandre de Souza, Amarolinda Zanela Saccol","Souza, Cesar Alexandre de",,,,,,Atlas,,,2003,,,,,"Este livro reúne resultados de estudos de casos e pesquisas acadêmicas realizadas no cenário brasileiro. Os artigos que compõem esta coletânea foram elaborados por acadêmicos e pesquisadores, a maioria deles com experiência prática na área de TI. Segunde eles, a adoção de um sistema ERP determina mudanças amplas na organização, que exigem investimentos e esforços significativos.",,,,,,,,,,,368,,,,,,português,,,,,,9788522434930,,0,1.500000,,Read,,,,2020/02/20,,,,,,0,,,,,2020/02/09 22:33:01.499001026,,,,,,,,8JrbAQAACAAJ,Profissional,0,,0,,http://images.amazon.com/images/P/852243493X.01Z.jpg,"[{""status"":0,""activityYear"":2020,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2020\/02\/20 20:55:28.410737991"",""activityDate"":""2020\/02\/20""}]"
SOA aplicado,,Integrando com web services e além,,,Alexandre Saudate,"Saudate, Alexandre",,,,,,Editora Casa do Código,,2014/04/16,2014,,,,Computers,"Cada vez mais, sistemas corporativos exigem o reaproveitamento de funcionalidades, e consequentemente a integração entre diferentes sistemas se torna uma realidade. Essa é uma tendência natural das arquiteturas modernas. A arquitetura orientada a serviços (Service Oriented Architecture - SOA) existe justamente para resolver essa situação. Aprenda como integrar sistemas com web services, mensageria assíncrona, orquestração e muito mais de uma maneira prática, focada, onde desde primeiro capítulo você já constrói e se integra a um serviço.",,,,,,,,,,,319,,,,,,inglês,,,,,,9788566250978,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:27:51.143710970,,,,,,,,OHCCCwAAQBAJ,Profissional,0,,,,,
Sonho grande,,"como Jorge Paulo Lemann, Marcel Telles e Beto Sicupira revolucionaram o capitalismo brasileiro e conquistaram o mundo",,,Cristiane Correa (Journalist),"(Journalist), Cristiane Correa",,,,,,Primeira Pessoa,,,2013,,,,Business & Personal Finance,"Jorge Paulo Lemann, Marcel Telles e Beto Sicupira ergueram, em pouco mais de quatro décadas, o maior império da história do capitalismo brasileiro e ganharam uma projeção sem precedentes no cenário mundial. Eles compraram nada menos que três marcas americanas conhecidas globalmente - Budweiser, Burger King e Heinz. A fórmula de gestão que desenvolveram se baseia em meritocracia, simplicidade e busca incessante por redução de custos. 'Sonho Grande' é o relato detalhado dos bastidores da trajetória desses empresários desde a fundação do banco Garantia, nos anos 70.",,,,,,,,,,,245,,,,,,português,,,,,,9788575429105,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:00:45.911607980,,,,,,,Fila 0 | Coluna 1 | Zona 23,-GWvmgEACAAJ,Pessoal,0,,0,,https://is5-ssl.mzstatic.com/image/thumb/Publication118/v4/8b/69/f7/8b69f7ac-021a-8131-bcea-c53b943208d7/source/512x512bb.jpg,
Spring Em Açao,,"BREIDENBACH, RYAN",,,"Craig Walls, Ryan Breidenbach","Walls, Craig",,,,,,CIENCIA MODERNA,,,,,,,,"O Spring é uma brisa de renovação soprando sobre o panorama de Java. Baseado em um princípio de projeto chamado Inversão de Controle, o Spring é um framework eficiente, porém leve, que não exige o uso de EJBs. O Spring reduz significativamente a complexidade do uso de interfaces, agiliza e simplifica o desenvolvimento de uma aplicação. O usuário obtém os recursos eficientes e robustos de EJB, e consegue manter a simplicidade do JavaBean não-enterprise. 'Spring em ação' apresenta os conceitos inerentes ao Spring e inicia imediatamente uma exploração prática desse framework. Combinando pequenos trechos de código e um exemplo progressivo desenvolvido ao longo do livro, mostra como construir aplicações J2EE simples e eficientes. Mostra como resolver problemas de persistência usando as principais ferramentas open source e também como integrar as aplicações aos mais populares frameworks web. Ensina também a usar o Spring para gerenciar o volume do código de infra-estrutura de modo que seja possível focalizar o que realmente interessa; as necessidades comerciais críticas.",,,,,,,,,,,448,,,,,,português,,,,,,9788573935011,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:48:23.405717968,,,,,,,,i2qeswEACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8573935014.01Z.jpg,
Spring Mvc,,DOMINE O PRINCIPAL FRAMEWORK WEB JAVA,,,Alberto Sousa,"Sousa, Alberto",,,,,,CASA DO CODIGO,,,,,,,,,,,,,,,,,,,,,,,,,português,,,,,,9788555190193,,1,4.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 02:09:27.821077942,,,,,,,,ZioetAEACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/8555190193.01Z.jpg,
Sprint,,,,,"John Zeratsky, Jake Knapp, Braden Kowitz, Andrea Gottlieb","Zeratsky, John",,,,,,INTRINSECA,,,,,,,,"Como inovar? Por onde começar? Como montar uma boa equipe? Que forma terá uma ideia quando for colocada em prática? São muitas as perguntas que martelam na cabeça de quem precisa tirar ideias do papel, mas já existe um caminho infalível para responder a todas elas rapidamente: o sprint. Método criado pelo designer Jake Knapp no período em que ele trabalhava no Google, era usado para tudo na empresa, do aperfeiçoamento do mecanismo de buscas ao Google Hangouts, com o foco em desenvolver e testar ideias em apenas cinco dias. Knapp se juntou mais tarde a Braden Kowitz e John Zeratsky no Google Ventures, braço da companhia dedicado ao investimento em novos negócios, e juntos eles conduziram e completaram mais de cem sprints em empresas de telefonia, e-commerce, saúde, finanças e muito mais. Sprint serve para equipes de todos os tamanhos, de pequenas startups até os maiores conglomerados, e pode ser aplicado por qualquer um que tenha uma grande oportunidade, problema ou ideia e precise começar a trabalhar já.",,,,,,,,,,,320,,,,,,português,,,,,,9788551001523,,1,5.000000,,Read,,,,2018/12/27,,,,,,0,,,,,2018/07/20 22:27:52.557934999,,,,,,,Fila 0 | Coluna 1 | Zona 11,BFfktAEACAAJ,Profissional,0,,0,,http://images.amazon.com/images/P/8551001523.01Z.jpg,
Sprint a Sprint,,Erros e acertos na transformação cultural de um time ágil,,,Mary Provinciatto e apaulo Caroli,"Caroli, Mary Provinciatto e apaulo",,,,,,Editora Caroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.000000,,Read,,0,,2022/06/03,,,,,,0,,,,,2022/06/01 21:40:40.859017968,,,,,,,,,Profissional,0,0,0,,https://s3.amazonaws.com/kimicoapps-bookbuddy/24F79E2A-F0DF-4505-8FB4-7B2237BC4352,"[{""status"":0,""activityYear"":2022,""param1"":""1"",""param2"":""2"",""param3"":"""",""contact"":"""",""comments"":"""",""deviceName"":""iPhone de Antonio Armando Filho"",""type"":12,""addedDate"":""2022\/06\/03 23:49:52.449566960"",""activityDate"":""2022\/06\/03""}]"
Star Wars: Império E Rebelião - Honra Entre Ladrões,,,,,"James S. A. Corey, Felipe C. F. Vieira","Corey, James S. A.",,,,,,Universo Dos Livros,,,,,,,,"Quando o Império ameaça a nova esperança da galáxia, será que Han, Luke e Leia se tornarão sua última chance? Quando a missão é resgatar uma importante espiã rebelde do epicentro do Império, Leia Organa sabe que a melhor opção para a tarefa é Han Solo - algo em que a princesa e o contrabandista podem enfim concordar. Afinal de contas, para alguém que invadiu um bloco de segurança imperial e ajudou a destruir a Estrela da Morte, essa missão pode até parecer simples. Mas quando Han localiza Scarlet Hark, a impetuosa espiã rebelde, ela se nega a deixar para trás as linhas inimigas, pois descobre que um pirata planeja vender informações secretas que o Império destruiria mundos para se proteger - incluindo o planeta onde Leia está participando de uma conferência com simpatizantes rebeldes. Scarlet quer encontrar o ladrão e roubar de volta as informações; Han fica sem escolha e passa a acompanhá-la, a fim de evitar que todos acabem mortos. Atravessando ruas agitadas, uma selva mortal e até um antigo templo alienígena cheio de armadilhas, Han, Chewbacca, Leia e sua nova e ousada aliada enfrentam emboscadas, traições e tiroteios para evitar que informações cruciais caiam nas mãos do Império. No entanto, mesmo com o apoio imprescindível do esquadrão de caças X-wing de Luke Skywalker, os heróis da Aliança estarão desesperadamente em desvantagem na batalha final - e o resultado irá decidir o fim da tirania na galáxia ou assegurar que o reino sombrio do Império dure para sempre.",,,,,,,,,,,352,,,,,,português,,,,,,9788550300696,,1,0.000000,,Reading,,,2018/06/15,,,,,,,0,,,,,2018/06/10 01:34:05.801305055,,,,,,,,rSBIswEACAAJ,Pessoal,0,,,,http://images.amazon.com/images/P/8550300691.01Z.jpg,
TDD Desenvolvimento Guiado por Testes,,,,,Kent Beck,"Beck, Kent",,,,,,Bookman,,,2010,,,,,Este livro tem o intuito de ilustrar com exemplos práticos e reais como codificar e executar testes automatizados. Pretende apresentar o TDD é de modo simples e abordar respostas a problemas e dúvidas.,,,,,,,,,,,240,,,,,,português,,,,,,9788577807246,,1,5.000000,,Read,,,,2018/06/15,,,,,,0,,,,,2018/06/10 01:48:23.384624004,,,,,,,,UClZbwAACAAJ,Profissional,0,,,,http://images.amazon.com/images/P/857780724X.01Z.jpg,
